cliente_edad,cliente_genero,cliente_estado_civil,numero_hijos_o_dependientes,nivel_educativo,ocupacion_profesion,ingresos_estimados_rango,monto_reserva,metodo_pago,fecha_reserva,tiempo_reserva,lote_ubicacion,fecha_limite,lote_precio,lote_id,manzana,asesor,numero_visitas_proyecto_antes,numero_visitas_proyecto_despues,canal_contacto,tiempo_promedio_decision_antes_compra_dias,nivel_respuesta,promesa_regalo,cerca_avenidas,cerca_colegios,cerca_parques,estado_final,compra_final
60,M,soltero,1,tecnico,Contador,1500-3000,300,efectivo,2025-02-21,29,"Urbanización de Ovidio Carreño, Huelva",2025-03-22,135816,Villa Los OlivosC36,C,Luis Pérez,0,3,Facebook,8,rapido,sí,1,0,0,reservado,0
54,M,casado,0,universitario,Doctor,>5000,100,efectivo,2025-04-13,8,"C. Haroldo Hernández, Almería",2025-04-21,157059,Residencial SolG8,G,Juan Rojas,1,4,Página Web,0,tardio,sí,0,1,0,transferido,0
54,M,casado,3,tecnico,Ingeniero,1500-3000,200,tarjeta,2025-12-12,15,"Avenida Rosalina Sainz, La Coruña",2025-12-27,102560,Jardines del ValleC36,C,Luis Pérez,1,2,WhatsApp,48,rapido,no,1,0,1,transferido,1
41,F,casado,1,universitario,Ingeniero,<1500,200,efectivo,2025-05-17,55,"Acceso Margarita Rocamora, Ciudad",2025-07-11,164091,Jardines del ValleF6,F,Juan Rojas,0,2,WhatsApp,3,rapido,no,0,0,0,reservado,0
44,M,soltero,3,tecnico,Doctor,3000-5000,400,efectivo,2025-11-04,31,"Urbanización Lucila Viña, Las Palmas",2025-12-05,128602,Jardines del ValleE20,E,Luis Pérez,2,3,Referido,14,rapido,sí,1,1,0,transferido,0
25,F,soltero,3,postgrado,Profesor,<1500,300,tarjeta,2025-12-02,38,"Cañada de Saturnino Aller, Ciudad",2026-01-09,131035,Jardines del ValleJ6,J,Luis Pérez,1,1,WhatsApp,12,sin_respuesta,sí,1,1,1,transferido,0
30,F,casado,2,secundaria,Profesor,>5000,500,yape,2025-07-01,55,"Alameda Amando Macias, Salamanca",2025-08-25,133322,Residencial SolD23,D,Luis Pérez,0,1,Instagram,25,tardio,sí,0,1,1,reservado,0
53,M,soltero,0,tecnico,Comerciante,3000-5000,200,yape,2025-12-05,51,"Callejón Rafaela Bermejo, Ávila",2026-01-25,142034,Villa Los OlivosC30,C,Juan Rojas,0,2,Referido,43,rapido,no,1,1,0,transferido,0
51,F,conviviente,3,secundaria,Comerciante,1500-3000,100,yape,2025-02-22,37,"Acceso Luis Bonilla, Toledo",2025-03-31,126926,Jardines del ValleC18,C,Pedro Sánchez,1,2,Página Web,41,rapido,no,0,0,1,transferido,1
48,M,casado,2,secundaria,Ingeniero,>5000,100,tarjeta,2025-11-30,39,"Pasadizo de Edelmiro Polo, Ávila",2026-01-08,129510,Jardines del ValleC38,C,Pedro Sánchez,1,1,Facebook,29,sin_respuesta,no,1,0,0,transferido,0
42,M,casado,2,universitario,Abogado,1500-3000,200,transferencia,2025-12-30,42,"Calle Felipe Bolaños, Álava",2026-02-10,149196,Residencial SolC9,C,Juan Rojas,0,2,Página Web,22,rapido,sí,1,1,0,transferido,0
41,F,casado,1,tecnico,Doctor,<1500,300,yape,2025-08-11,8,"Cañada Fortunato Marqués, Palencia",2025-08-19,95106,Jardines del ValleC6,C,Pedro Sánchez,0,1,Página Web,36,tardio,no,0,0,0,transferido,0
31,F,soltero,2,secundaria,Arquitecto,1500-3000,100,efectivo,2025-09-19,40,"Alameda Sebastian Juliá, Cáceres",2025-10-29,71052,Villa Los OlivosE19,E,Pedro Sánchez,1,0,Evento,12,tardio,sí,1,1,0,transferido,0
44,M,casado,4,universitario,Abogado,1500-3000,400,tarjeta,2025-02-01,39,"Cuesta Lara Coca, Palencia",2025-03-12,181188,Residencial SolD1,D,María Gómez,0,2,Evento,31,tardio,sí,0,1,0,transferido,0
62,F,soltero,0,tecnico,Comerciante,1500-3000,500,transferencia,2025-02-20,56,"Cañada de Asdrubal Agudo, Baleares",2025-04-17,118071,Villa Los OlivosB34,B,Juan Rojas,2,1,Referido,19,tardio,sí,1,0,0,reservado,0
30,M,soltero,3,secundaria,Arquitecto,3000-5000,100,tarjeta,2025-07-02,12,"Glorieta de Ramona Marcos, Badajoz",2025-07-14,123129,Residencial SolB7,B,Luis Pérez,0,0,Página Web,15,rapido,sí,1,0,0,reservado,0
44,F,casado,0,tecnico,Ingeniero,<1500,400,efectivo,2025-06-04,13,"Rambla de Paulina Moya, Barcelona",2025-06-17,87297,Jardines del ValleA8,A,Juan Rojas,1,1,Instagram,6,tardio,no,1,1,0,reservado,0
37,M,soltero,1,secundaria,Comerciante,1500-3000,200,efectivo,2025-09-05,12,"Rambla Agustín Jaume, Badajoz",2025-09-17,62975,Jardines del ValleA13,A,Pedro Sánchez,2,1,Evento,12,rapido,sí,1,1,0,transferido,0
55,M,soltero,3,universitario,Doctor,>5000,200,transferencia,2025-10-31,44,"Vial de Nayara Cabo, Málaga",2025-12-14,75926,Residencial SolA1,A,Juan Rojas,3,3,WhatsApp,22,rapido,no,1,0,1,transferido,1
65,F,soltero,3,postgrado,Doctor,1500-3000,100,efectivo,2025-04-11,53,"Pasaje Anna Pineda, Tarragona",2025-06-03,63350,Villa Los OlivosI27,I,Pedro Sánchez,0,0,Página Web,10,rapido,no,1,0,1,transferido,1
58,F,soltero,3,secundaria,Arquitecto,1500-3000,300,yape,2025-07-08,20,"Glorieta de Serafina Almeida, Cantabria",2025-07-28,70195,Jardines del ValleJ42,J,Ana Torres,1,0,Facebook,13,sin_respuesta,no,0,0,1,transferido,1
32,M,viudo,2,tecnico,Profesor,3000-5000,500,tarjeta,2025-11-09,40,"Cañada de Belén Pizarro, Álava",2025-12-19,166297,Residencial SolD22,D,Pedro Sánchez,1,3,Evento,39,rapido,sí,0,1,0,transferido,0
39,F,casado,0,universitario,Ingeniero,>5000,400,efectivo,2025-05-03,42,"Ronda Bonifacio Tomé, Huelva",2025-06-14,57206,Residencial SolC50,C,Juan Rojas,0,1,Facebook,8,sin_respuesta,sí,0,0,0,transferido,0
63,F,casado,3,secundaria,Abogado,<1500,200,tarjeta,2025-05-18,19,"Pasadizo Nazario Bermudez, Navarra",2025-06-06,190371,Villa Los OlivosH10,H,Ana Torres,1,0,Referido,45,rapido,no,0,0,1,reservado,1
60,M,soltero,1,universitario,Ingeniero,1500-3000,400,yape,2025-08-21,50,"Alameda Leocadia Portillo, Huelva",2025-10-10,53912,Residencial SolD3,D,Pedro Sánchez,1,0,Página Web,44,tardio,no,1,1,0,transferido,0
35,F,soltero,4,secundaria,Contador,1500-3000,100,efectivo,2025-02-25,20,"Camino Roberto Valbuena, Jaén",2025-03-17,85377,Residencial SolH33,H,Luis Pérez,3,2,Página Web,31,rapido,no,0,1,1,transferido,0
49,F,casado,3,postgrado,Comerciante,<1500,400,efectivo,2025-07-25,49,"Rambla Julián Leiva, Las Palmas",2025-09-12,154440,Jardines del ValleC8,C,María Gómez,2,2,Referido,43,tardio,no,1,0,0,transferido,1
52,M,casado,3,universitario,Doctor,1500-3000,300,efectivo,2025-02-23,27,"Plaza de Caridad Mascaró, Zaragoza",2025-03-22,73446,Jardines del ValleG29,G,Luis Pérez,0,1,Página Web,34,rapido,sí,0,0,1,reservado,1
49,M,casado,1,secundaria,Ingeniero,1500-3000,300,tarjeta,2025-02-25,30,"Glorieta Abilio Romero, Girona",2025-03-27,101806,Villa Los OlivosB27,B,Luis Pérez,0,2,Facebook,37,rapido,sí,0,1,0,reservado,0
43,M,conviviente,4,tecnico,Contador,3000-5000,300,tarjeta,2025-01-03,21,"Acceso de Benita Ballester, Asturias",2025-01-24,191084,Villa Los OlivosI50,I,Ana Torres,3,1,WhatsApp,49,sin_respuesta,sí,0,0,0,reservado,0
39,M,soltero,0,universitario,Ingeniero,1500-3000,500,efectivo,2025-12-20,59,"Vial de Constanza Tirado, Valladolid",2026-02-17,69554,Residencial SolI19,I,Juan Rojas,0,2,Facebook,21,tardio,sí,1,0,1,transferido,0
48,M,casado,4,secundaria,Profesor,>5000,200,efectivo,2025-12-13,31,"Cañada de Piedad Cabañas, Valencia",2026-01-13,194192,Residencial SolD3,D,María Gómez,0,0,WhatsApp,32,sin_respuesta,no,0,1,0,transferido,1
39,F,conviviente,2,universitario,Comerciante,<1500,500,transferencia,2025-05-31,8,"Camino de León Cánovas, Álava",2025-06-08,135420,Residencial SolD15,D,Ana Torres,1,3,Facebook,6,tardio,sí,0,0,1,transferido,0
56,F,conviviente,1,tecnico,Arquitecto,1500-3000,300,tarjeta,2025-12-29,42,"Rambla de Cristian Esteve, Vizcaya",2026-02-09,114692,Residencial SolH27,H,Juan Rojas,2,0,Página Web,0,rapido,no,0,0,0,transferido,0
53,F,conviviente,2,secundaria,Abogado,1500-3000,500,efectivo,2025-03-21,44,"Calle Anunciación Salvador, Salamanca",2025-05-04,111396,Residencial SolB9,B,Luis Pérez,0,1,Facebook,36,tardio,no,0,0,1,reservado,0
48,F,conviviente,0,secundaria,Doctor,1500-3000,100,transferencia,2025-06-16,17,"Vial Sofía Pujol, Jaén",2025-07-03,171073,Villa Los OlivosH33,H,Ana Torres,2,3,WhatsApp,45,tardio,sí,0,0,0,transferido,0
43,F,soltero,1,tecnico,Arquitecto,>5000,200,transferencia,2025-06-12,56,"Avenida de Liliana Prat, Álava",2025-08-07,160847,Villa Los OlivosG2,G,María Gómez,0,3,Página Web,41,sin_respuesta,no,1,1,1,reservado,0
53,M,casado,2,secundaria,Ingeniero,3000-5000,300,efectivo,2025-10-08,36,"Plaza Luis Ángel Ponce, Lugo",2025-11-13,181082,Residencial SolC3,C,Ana Torres,0,1,Instagram,26,rapido,sí,0,1,0,transferido,0
55,M,conviviente,2,secundaria,Doctor,3000-5000,400,tarjeta,2025-05-10,21,"Paseo de Josué Peinado, Zamora",2025-05-31,130450,Residencial SolG17,G,María Gómez,2,2,Referido,33,rapido,sí,0,0,1,transferido,0
57,F,soltero,0,tecnico,Contador,<1500,100,transferencia,2025-01-17,10,"C. Guadalupe Checa, Málaga",2025-01-27,150485,Jardines del ValleH19,H,Luis Pérez,1,3,WhatsApp,10,rapido,sí,1,0,1,reservado,0
58,F,casado,4,tecnico,Doctor,1500-3000,300,yape,2025-08-18,60,"Cuesta de Guadalupe Vila, León",2025-10-17,185317,Villa Los OlivosC22,C,Pedro Sánchez,1,0,Instagram,47,sin_respuesta,no,1,0,0,transferido,1
33,M,soltero,1,postgrado,Profesor,>5000,400,transferencia,2025-12-19,37,"Camino de Amaro Fonseca, Ceuta",2026-01-25,87700,Jardines del ValleH27,H,Luis Pérez,1,4,Referido,28,rapido,sí,1,0,1,transferido,0
55,F,soltero,2,postgrado,Contador,1500-3000,200,yape,2025-11-01,20,"Via Melania Cerro, Santa Cruz de Tenerife",2025-11-21,82867,Villa Los OlivosD22,D,Pedro Sánchez,1,1,Página Web,39,tardio,no,1,1,0,transferido,0
51,M,casado,0,universitario,Arquitecto,<1500,500,efectivo,2025-11-01,44,"Cuesta de Jovita Granados, Murcia",2025-12-15,153123,Villa Los OlivosI31,I,Pedro Sánchez,0,1,Evento,25,rapido,sí,0,0,0,transferido,0
40,F,conviviente,4,universitario,Ingeniero,<1500,300,transferencia,2025-08-08,37,"Plaza de Eugenia Olmedo, Zamora",2025-09-14,87955,Jardines del ValleA45,A,Pedro Sánchez,0,3,Facebook,30,tardio,sí,0,0,0,transferido,0
63,F,casado,1,secundaria,Profesor,<1500,100,transferencia,2025-10-25,50,"Via de Celestino Miguel, Madrid",2025-12-14,100292,Villa Los OlivosG48,G,María Gómez,0,0,Facebook,41,rapido,no,0,0,1,transferido,0
56,F,soltero,1,secundaria,Abogado,1500-3000,400,yape,2025-11-12,44,"Callejón de Jenaro Olivé, La Coruña",2025-12-26,70178,Residencial SolH4,H,Juan Rojas,2,2,Instagram,22,rapido,sí,1,1,1,transferido,0
55,M,casado,2,secundaria,Arquitecto,3000-5000,200,tarjeta,2025-09-26,53,"Pasaje Silvestre Lluch, Valencia",2025-11-18,169391,Jardines del ValleI17,I,Luis Pérez,0,1,WhatsApp,18,rapido,sí,0,1,0,transferido,0
34,F,casado,3,secundaria,Ingeniero,3000-5000,200,tarjeta,2025-10-01,48,"Cañada Pánfilo Correa, Córdoba",2025-11-18,147253,Jardines del ValleA46,A,Juan Rojas,0,3,Facebook,38,rapido,no,1,1,1,transferido,0
52,M,soltero,0,universitario,Ingeniero,1500-3000,400,efectivo,2025-09-01,30,"Callejón de Leandro Díez, León",2025-10-01,192395,Residencial SolJ8,J,Luis Pérez,0,1,Página Web,24,rapido,sí,1,0,1,transferido,0
27,F,casado,2,tecnico,Doctor,3000-5000,400,tarjeta,2025-11-03,20,"Cañada de Claudio Mariño, Ciudad",2025-11-23,52061,Residencial SolE36,E,Pedro Sánchez,2,1,Referido,19,rapido,sí,1,0,0,transferido,0
31,F,conviviente,0,secundaria,Doctor,3000-5000,400,efectivo,2025-07-14,60,"Plaza Eva Calvet, Las Palmas",2025-09-12,179880,Jardines del ValleA12,A,María Gómez,1,0,Referido,44,tardio,sí,0,0,1,transferido,0
53,F,soltero,1,tecnico,Arquitecto,1500-3000,100,efectivo,2025-01-29,19,"Pasadizo Bernardita Bosch, Palencia",2025-02-17,154873,Jardines del ValleG35,G,Ana Torres,0,0,Instagram,0,tardio,no,0,1,1,reservado,0
43,M,divorciado,4,tecnico,Doctor,1500-3000,100,efectivo,2025-05-03,23,"Callejón de Benito Múñiz, León",2025-05-26,98113,Jardines del ValleF44,F,Juan Rojas,0,0,Referido,19,rapido,no,0,1,0,transferido,0
35,F,conviviente,0,tecnico,Arquitecto,1500-3000,100,yape,2025-05-14,7,"Paseo Andrea Noguera, Segovia",2025-05-21,195544,Residencial SolJ15,J,Luis Pérez,2,2,Referido,24,rapido,sí,0,1,1,transferido,0
41,M,soltero,3,universitario,Doctor,3000-5000,400,transferencia,2025-02-08,27,"Via Benjamín Ponce, Las Palmas",2025-03-07,194190,Villa Los OlivosA48,A,Pedro Sánchez,0,2,Evento,37,rapido,sí,1,0,0,transferido,0
33,F,conviviente,3,tecnico,Contador,<1500,500,tarjeta,2025-07-09,12,"Urbanización Tecla Fabregat, Santa Cruz de Tenerife",2025-07-21,191798,Villa Los OlivosJ15,J,Luis Pérez,2,1,Referido,17,tardio,sí,0,1,1,reservado,0
28,F,soltero,4,universitario,Arquitecto,<1500,200,transferencia,2025-03-31,60,"Calle de Alex Lopez, Albacete",2025-05-30,82882,Villa Los OlivosB25,B,Ana Torres,2,1,Referido,43,tardio,no,1,1,0,reservado,0
35,F,casado,0,postgrado,Arquitecto,3000-5000,400,transferencia,2025-05-23,20,"Pasadizo de Nico Pina, Huesca",2025-06-12,143296,Villa Los OlivosG29,G,María Gómez,0,0,Evento,32,tardio,no,0,0,0,reservado,0
26,F,soltero,2,tecnico,Contador,1500-3000,500,transferencia,2025-05-15,26,"Alameda Julián Peláez, Girona",2025-06-10,163993,Residencial SolJ48,J,Pedro Sánchez,1,1,Evento,40,tardio,sí,0,1,1,reservado,0
35,M,soltero,4,postgrado,Comerciante,3000-5000,400,efectivo,2025-12-03,60,"Callejón Laura Molins, Segovia",2026-02-01,198123,Residencial SolH24,H,Ana Torres,3,1,WhatsApp,43,tardio,sí,1,0,1,transferido,0
48,F,casado,2,tecnico,Arquitecto,1500-3000,200,efectivo,2025-02-19,23,"Callejón Natividad Seguí, La Coruña",2025-03-14,123267,Villa Los OlivosA11,A,Ana Torres,0,1,Evento,44,rapido,sí,1,1,1,reservado,0
37,M,conviviente,0,universitario,Doctor,3000-5000,200,transferencia,2025-02-17,29,"Cuesta de Nerea Bonilla, Cuenca",2025-03-18,114141,Villa Los OlivosD12,D,Luis Pérez,2,1,Facebook,12,tardio,sí,0,1,0,transferido,0
28,M,casado,2,secundaria,Comerciante,>5000,300,transferencia,2025-06-08,28,"Avenida Daniel Oliver, Lugo",2025-07-06,124364,Jardines del ValleC24,C,María Gómez,0,2,Instagram,14,rapido,sí,1,1,0,transferido,0
38,M,soltero,2,postgrado,Arquitecto,3000-5000,500,transferencia,2025-07-16,25,"Glorieta Marcos Madrigal, Asturias",2025-08-10,92520,Jardines del ValleG38,G,Luis Pérez,1,0,Instagram,1,rapido,sí,1,0,1,reservado,0
25,M,soltero,2,tecnico,Abogado,1500-3000,400,tarjeta,2025-07-18,14,"Alameda de Anselma Núñez, Asturias",2025-08-01,110421,Residencial SolC38,C,Pedro Sánchez,2,3,WhatsApp,36,sin_respuesta,sí,1,1,1,transferido,0
53,F,casado,1,secundaria,Arquitecto,1500-3000,200,efectivo,2025-01-03,10,"C. de Pedro Aguiló, Córdoba",2025-01-13,85100,Residencial SolE6,E,María Gómez,1,3,Referido,5,rapido,sí,0,0,1,transferido,0
29,F,casado,1,tecnico,Profesor,1500-3000,400,tarjeta,2025-09-02,17,"Acceso Martin Barrena, Cuenca",2025-09-19,122838,Jardines del ValleD32,D,María Gómez,0,0,Evento,27,tardio,sí,1,1,1,transferido,0
30,M,casado,4,universitario,Profesor,<1500,500,transferencia,2025-01-25,18,"Via de Belén Cámara, Valencia",2025-02-12,84718,Jardines del ValleG12,G,Ana Torres,1,1,Evento,22,tardio,no,0,0,1,transferido,0
55,F,casado,0,tecnico,Doctor,3000-5000,200,efectivo,2025-05-13,24,"Plaza de Caridad Sarabia, Valencia",2025-06-06,161031,Residencial SolB45,B,Luis Pérez,2,2,Referido,28,rapido,no,1,1,1,reservado,0
41,F,casado,0,tecnico,Ingeniero,1500-3000,500,yape,2025-02-21,14,"Vial de Lope Barragán, Badajoz",2025-03-07,161600,Residencial SolC43,C,Ana Torres,1,1,WhatsApp,41,rapido,no,1,0,0,reservado,0
59,F,casado,3,universitario,Abogado,1500-3000,500,tarjeta,2025-09-29,19,"Ronda de Encarnacion Juan, Murcia",2025-10-18,66012,Jardines del ValleA1,A,María Gómez,0,3,Instagram,13,rapido,sí,1,0,1,transferido,1
46,F,conviviente,0,secundaria,Ingeniero,<1500,300,tarjeta,2025-05-15,53,"Paseo Hernando Losa, Ciudad",2025-07-07,105019,Villa Los OlivosB5,B,María Gómez,0,2,Facebook,4,sin_respuesta,sí,0,1,0,transferido,0
40,M,soltero,3,tecnico,Comerciante,1500-3000,100,transferencia,2025-01-21,47,"Urbanización de Bruno Frías, Valladolid",2025-03-09,170847,Jardines del ValleJ41,J,Juan Rojas,0,2,Referido,6,tardio,sí,1,0,1,reservado,0
41,M,casado,1,secundaria,Doctor,<1500,200,transferencia,2025-11-21,52,"Acceso Brunilda Peñalver, Guipúzcoa",2026-01-12,111935,Residencial SolH39,H,Pedro Sánchez,1,1,Evento,33,rapido,no,0,1,0,transferido,0
62,M,soltero,0,tecnico,Contador,1500-3000,500,efectivo,2025-04-15,38,"Ronda de Diego Villaverde, Barcelona",2025-05-23,176642,Villa Los OlivosF45,F,Pedro Sánchez,2,2,Página Web,42,tardio,sí,1,0,1,transferido,0
38,M,soltero,2,secundaria,Arquitecto,3000-5000,400,tarjeta,2025-11-01,34,"Plaza de Marisa Gimenez, Málaga",2025-12-05,196326,Residencial SolH41,H,Pedro Sánchez,0,0,Evento,24,rapido,no,1,0,1,transferido,0
46,F,casado,1,postgrado,Contador,3000-5000,100,tarjeta,2025-10-01,24,"Cuesta de Ana Belén Galiano, Ávila",2025-10-25,163584,Jardines del ValleF40,F,María Gómez,3,2,WhatsApp,35,tardio,sí,1,0,0,transferido,0
58,M,viudo,2,tecnico,Arquitecto,3000-5000,500,transferencia,2025-07-25,51,"Callejón de Gastón Pereira, Álava",2025-09-14,134053,Villa Los OlivosF41,F,Luis Pérez,0,1,Evento,2,sin_respuesta,no,0,0,1,transferido,0
26,F,conviviente,1,secundaria,Profesor,<1500,400,tarjeta,2025-08-27,30,"Camino de Isidro Herrero, León",2025-09-26,94114,Villa Los OlivosH9,H,Pedro Sánchez,0,1,Instagram,22,tardio,no,0,0,0,transferido,0
62,F,casado,1,tecnico,Doctor,1500-3000,300,efectivo,2025-09-19,29,"Calle María Teresa Mayol, Burgos",2025-10-18,98120,Jardines del ValleF48,F,Luis Pérez,3,0,Instagram,2,tardio,sí,0,0,1,transferido,0
35,F,soltero,2,tecnico,Profesor,1500-3000,300,yape,2025-07-15,44,"C. Ricardo Iglesia, Córdoba",2025-08-28,99467,Jardines del ValleI12,I,Juan Rojas,0,0,Evento,38,tardio,no,1,0,1,transferido,0
40,F,conviviente,2,secundaria,Ingeniero,<1500,200,tarjeta,2025-04-11,45,"Glorieta Josep Villa, Zamora",2025-05-26,95876,Jardines del ValleA6,A,Pedro Sánchez,0,2,Evento,14,sin_respuesta,sí,0,1,1,reservado,0
35,F,divorciado,2,universitario,Ingeniero,3000-5000,400,yape,2025-08-07,23,"Cuesta Melisa Chaves, Las Palmas",2025-08-30,50064,Jardines del ValleJ45,J,Juan Rojas,1,1,Referido,8,sin_respuesta,no,0,1,1,transferido,0
36,M,casado,0,tecnico,Profesor,<1500,400,tarjeta,2025-12-27,52,"Glorieta Leopoldo Torrens, Cáceres",2026-02-17,54918,Jardines del ValleJ24,J,Ana Torres,0,2,Página Web,6,rapido,sí,0,1,1,transferido,0
40,F,casado,0,universitario,Arquitecto,3000-5000,100,tarjeta,2025-02-26,15,"Camino de Ovidio Robles, Navarra",2025-03-13,96566,Villa Los OlivosB4,B,Pedro Sánchez,0,0,Evento,43,tardio,sí,1,1,0,transferido,0
49,M,casado,3,tecnico,Contador,<1500,100,tarjeta,2025-12-17,16,"Urbanización Corona Ordóñez, Lugo",2026-01-02,188641,Residencial SolH6,H,Ana Torres,1,0,Referido,41,tardio,no,0,1,1,transferido,1
50,M,soltero,1,tecnico,Contador,<1500,400,transferencia,2025-05-29,34,"Glorieta de Virgilio Cases, Murcia",2025-07-02,174256,Residencial SolA21,A,Ana Torres,0,1,Referido,3,rapido,sí,1,1,0,reservado,0
25,M,conviviente,1,secundaria,Comerciante,<1500,500,transferencia,2025-12-22,19,"C. de Darío Cabrera, Lleida",2026-01-10,95472,Residencial SolE14,E,Juan Rojas,0,3,Instagram,44,tardio,no,0,0,1,transferido,0
39,M,casado,4,universitario,Doctor,1500-3000,400,tarjeta,2025-03-16,7,"Plaza de Conrado Esteban, Valencia",2025-03-23,80059,Residencial SolB29,B,Juan Rojas,0,2,Instagram,44,sin_respuesta,no,1,1,0,transferido,0
37,M,soltero,4,secundaria,Profesor,1500-3000,300,tarjeta,2025-07-19,54,"C. Bautista Canals, Zaragoza",2025-09-11,80488,Residencial SolB28,B,María Gómez,1,4,Página Web,13,rapido,sí,1,0,0,transferido,0
58,F,casado,1,universitario,Profesor,3000-5000,400,yape,2025-10-17,57,"Pasadizo Heraclio Mora, Albacete",2025-12-13,104638,Residencial SolC30,C,Juan Rojas,2,1,Facebook,44,tardio,no,1,0,0,transferido,0
42,F,soltero,1,tecnico,Arquitecto,3000-5000,500,efectivo,2025-12-30,13,"Camino de Eva María Riquelme, Segovia",2026-01-12,139176,Villa Los OlivosE12,E,María Gómez,0,3,Referido,34,rapido,no,1,0,0,transferido,0
36,F,conviviente,0,universitario,Contador,<1500,500,tarjeta,2025-04-25,42,"Plaza de Úrsula Galan, Badajoz",2025-06-06,125243,Jardines del ValleB32,B,Luis Pérez,2,2,Facebook,16,rapido,sí,0,1,0,transferido,0
56,M,soltero,2,universitario,Doctor,1500-3000,300,efectivo,2025-08-10,57,"Alameda Marcia Tur, Toledo",2025-10-06,137881,Residencial SolE18,E,Juan Rojas,0,1,Página Web,23,tardio,sí,1,1,0,transferido,0
61,M,casado,4,secundaria,Doctor,1500-3000,300,yape,2025-04-10,54,"Pasaje de Glauco Larrañaga, Madrid",2025-06-03,146920,Villa Los OlivosG37,G,Pedro Sánchez,1,0,Página Web,42,tardio,sí,0,1,1,reservado,1
42,F,viudo,3,universitario,Doctor,<1500,500,efectivo,2025-05-23,11,"Acceso de Maximino Paniagua, Albacete",2025-06-03,119788,Residencial SolC27,C,Juan Rojas,1,1,Evento,38,rapido,sí,0,1,1,transferido,0
65,F,soltero,2,tecnico,Profesor,3000-5000,200,transferencia,2025-02-07,32,"Avenida de Ulises Aragón, Ciudad",2025-03-11,73952,Jardines del ValleJ22,J,Luis Pérez,0,1,Página Web,11,tardio,no,0,0,1,transferido,0
27,M,casado,3,universitario,Profesor,3000-5000,500,efectivo,2025-08-09,10,"Camino Aurora Belmonte, Tarragona",2025-08-19,162024,Jardines del ValleF50,F,María Gómez,2,1,Facebook,10,tardio,no,0,1,0,reservado,0
39,F,conviviente,2,tecnico,Comerciante,>5000,100,transferencia,2025-07-16,36,"Camino Marta Planas, Melilla",2025-08-21,105647,Residencial SolG48,G,María Gómez,3,3,Página Web,20,rapido,sí,0,1,1,transferido,0
47,F,soltero,2,universitario,Abogado,1500-3000,500,yape,2025-12-09,55,"Camino Jaime Ruiz, Zaragoza",2026-02-02,151633,Residencial SolG6,G,Luis Pérez,1,1,Referido,42,rapido,sí,0,1,1,transferido,0
30,F,casado,1,universitario,Arquitecto,3000-5000,300,transferencia,2025-08-16,9,"Cañada de Glauco Gámez, León",2025-08-25,199750,Residencial SolI5,I,Pedro Sánchez,1,1,WhatsApp,26,tardio,sí,0,0,1,reservado,0
25,F,conviviente,1,secundaria,Abogado,1500-3000,200,efectivo,2025-02-16,31,"Ronda de Edgardo Arce, Murcia",2025-03-19,197350,Jardines del ValleH31,H,Juan Rojas,3,0,WhatsApp,4,sin_respuesta,sí,0,1,1,reservado,0
27,F,casado,0,tecnico,Ingeniero,1500-3000,400,yape,2025-02-04,24,"Plaza Dorotea Suarez, Zaragoza",2025-02-28,166446,Residencial SolD24,D,Luis Pérez,1,1,WhatsApp,25,tardio,no,1,0,1,reservado,0
50,F,casado,4,tecnico,Contador,1500-3000,200,efectivo,2025-11-24,59,"Cañada Gervasio Quevedo, Zamora",2026-01-22,55833,Villa Los OlivosI16,I,Luis Pérez,0,2,WhatsApp,20,rapido,no,0,0,0,transferido,1
36,F,soltero,0,universitario,Profesor,1500-3000,200,tarjeta,2025-01-30,56,"Alameda de Selena Hervia, Segovia",2025-03-27,123717,Residencial SolB36,B,Pedro Sánchez,3,2,Referido,5,rapido,sí,1,0,0,reservado,0
57,F,soltero,0,tecnico,Abogado,1500-3000,500,yape,2025-07-28,31,"Paseo de Salvador Torrijos, Salamanca",2025-08-28,62239,Villa Los OlivosA50,A,María Gómez,2,2,Evento,45,sin_respuesta,no,1,0,0,transferido,0
